,taxon_name_w_authors,v10_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
19918,Coprosma acerosa var. brunnea Kirk,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa,Coprosma brunnea (Kirk) Cockayne,Coprosma brunnea
20836,Eucalyptus variegata F.Muell.,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia variegata
20849,Eucalyptus capricornia D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia
20851,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia
20852,Eucalyptus drysdalensis D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia drysdalensis (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia drysdalensis
20906,Corymbia setosa subsp. pedicellaris K.D.Hill & L.A.S.Johnson,Corymbia setosa (Schauer) K.D.Hill & L.A.S.Johnson,Corymbia setosa (Schauer) K.D.Hill & L.A.S.Johnson,Corymbia setosa (Schauer) K.D.Hill & L.A.S.Johnson,Corymbia setosa,Corymbia setosa subsp. pedicellaris K.D.Hill & L.A.S.Johnson,Corymbia setosa
21670,Oxydectes albida (Müll.Arg.) Kuntze,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton humilis L.,Croton humilis
21680,Croton cascarilla Lam.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton eluteria (L.) W.Wright,Croton eluteria
21681,Croton albidus Müll.Arg.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton humilis L.,Croton humilis
21686,Croton lamarckianus Moldenke,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton eluteria (L.) W.Wright,Croton eluteria
22126,Galium luteocruciatum St.-Lag.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22195,Croton pycnocephalus var. chamaepitys (Baill.) Müll.Arg.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus,Croton chamaepitys Baill.,Croton chamaepitys
22207,Croton chamaepitys Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus,Croton chamaepitys Baill.,Croton chamaepitys
22506,Valantia hirsuta Gilib.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22508,Galium chersonense var. hispanicum Debeaux,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22509,Galium glabrifolium Rochel,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22510,Cruciata hirsuta Fourr.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22511,Galium cruciata var. hirsutissimum F.Gérard ex Rouy,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22512,Galium cruciata var. varians Merino,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22514,Galium cruciata var. laxa Velen.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22515,Valantia crucialis Bubani,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22516,Galium cruciata var. mucronata Peterm.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22517,Cruciata ciliata f. glabrifolia (Rochel) Soó,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22519,Galium ciliatum f. laevicaulis Rohlena,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22520,Galium ciliatum var. nana Dalla Torre & Sarnth.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22521,Cruciata ciliata f. laevicaulis (Rohlena) Soó,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22522,"Galium valantia G.Gaertn., B.Mey. & Scherb.",Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22523,Valantia ciliata Opiz ex J.Presl & C.Presl,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22524,Cruciata ciliata var. nana (Dalla Torre & Sarnth.) Soó,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
22525,Galium cruciata var. brutium N.Terracc.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes,Cruciata laevipes subsp. laevipes,Cruciata laevipes
23153,Hemiperis micrantha Frapp. ex Cordem.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata,Cynorkis micrantha (Frapp. ex Cordem.) Schltr.,Cynorkis micrantha
23678,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia vollmannii
23679,× Orchigymnadenia vollmannii M.Schulze,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia vollmannii
23681,× Dactylogymnadenia vollmannii (M.Schulze) Soó,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia vollmannii
24128,Orchis francis-drucei Wilmott,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei,Dactylorhiza francis-drucei (Wilmott) Aver.,Dactylorhiza francis-drucei
24129,Dactylorhiza majalis var. ebudensis Wief. ex R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei,Dactylorhiza francis-drucei var. ebudensis (Wief. ex R.M.Bateman & Denholm) R.M.Bateman & Denholm,Dactylorhiza francis-drucei
24770,Callista dicupha (F.Muell.) Kuntze,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum
24775,Dendrobium dicuphum var. grandiflorum Rupp & T.E.Hunt,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum
24776,Vappodes dicupha (F.Muell.) M.A.Clem. & D.L.Jones,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum
24780,Dendrobium dicuphum F.Muell.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum
24988,Dendrobium lubbersianum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum,Dendrobium williamsonii Day & Rchb.f.,Dendrobium williamsonii
25075,Dendrobium theionochilum Schltr.,Dendrobium comatum (Blume) Lindl.,Dendrobium comatum (Blume) Lindl.,Dendrobium comatum (Blume) Lindl.,Dendrobium comatum,Dendrobium primulinum Lindl.,Dendrobium primulinum
25123,Dendrobium lawianum Lindl.,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum,Dendrobium lawianum Lindl.,Dendrobium lawianum
25127,Dendrochilum roseum Dalzell,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum,Dendrobium lawianum Lindl.,Dendrobium lawianum
25521,Dendrobium ramosissimum Wight,Dendrobium herbaceum Lindl.,Dendrobium herbaceum Lindl.,Dendrobium herbaceum Lindl.,Dendrobium herbaceum,Dendrobium herbaceum subsp. herbaceum,Dendrobium herbaceum
27725,Dolicholobium aneityense Guillaumin,Dolicholobium oblongifolium A.Gray,Dolicholobium oblongifolium A.Gray,Dolicholobium oblongifolium A.Gray,Dolicholobium oblongifolium,Dolicholobium aneityense Guillaumin,Dolicholobium aneityense
28527,Chrysalidocarpus H.Wendl.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Chrysalidocarpus H.Wendl.,
28528,Phlogella Baill.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Chrysalidocarpus H.Wendl.,
28531,Antongilia Jum.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Vonitra Becc.,
28535,Neodypsis Baill.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Chrysalidocarpus H.Wendl.,
28538,Vonitra Becc.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Vonitra Becc.,
28539,Macrophloga Becc.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,Dypsis Noronha ex Mart.,,Chrysalidocarpus H.Wendl.,
30305,Epipactis leptochila subsp. sancta (P.Delforge) Kreutz,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis,Epipactis dunensis subsp. sancta (P.Delforge) Kreutz,Epipactis dunensis
30306,Epipactis sancta (P.Delforge) P.Delforge,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis,Epipactis dunensis subsp. sancta (P.Delforge) Kreutz,Epipactis dunensis
30307,Epipactis dunensis var. tynensis (Kreutz) P.Delforge,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis,Epipactis dunensis subsp. dunensis,Epipactis dunensis
30309,Epipactis peitzii var. sancta P.Delforge,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis,Epipactis dunensis subsp. sancta (P.Delforge) Kreutz,Epipactis dunensis
30313,Epipactis dunensis subsp. sancta (P.Delforge) Kreutz,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis,Epipactis dunensis subsp. sancta (P.Delforge) Kreutz,Epipactis dunensis
30314,Epipactis dunensis subsp. tynensis Kreutz,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis,Epipactis dunensis subsp. dunensis,Epipactis dunensis
30427,"Epipactis neglecta var. collina Kreutz, L.Lewis & G.Giles",Epipactis × stephensonii Godfery,Epipactis × stephensonii Godfery,Epipactis × stephensonii Godfery,Epipactis × stephensonii,Epipactis leptochila subsp. leptochila,Epipactis leptochila
30736,Eucalyptus subcaerulea K.D.Hill,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata,Eucalyptus subcaerulea K.D.Hill,Eucalyptus subcaerulea
30737,Eucalyptus alba var. australasica Blakely & Jacobs,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba,Eucalyptus alba var. australasica Blakely & Jacobs,Eucalyptus alba
30738,Eucalyptus leucadendron Reinw. ex de Vriese,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba,Eucalyptus alba var. alba,Eucalyptus alba
30773,Eucalyptus caesia subsp. magna Brooker & Hopper,Eucalyptus caesia Benth.,Eucalyptus caesia Benth.,Eucalyptus caesia Benth.,Eucalyptus caesia,Eucalyptus caesia subsp. magna Brooker & Hopper,Eucalyptus caesia
30780,Eucalyptus camaldulensis var. subcinerea Blakely,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis,Eucalyptus camaldulensis subsp. arida Brooker & M.W.McDonald,Eucalyptus camaldulensis
30781,Eucalyptus acuminata Hook.,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis,Eucalyptus camaldulensis subsp. acuta Brooker & M.W.McDonald,Eucalyptus camaldulensis
30797,Eucalyptus coolabah var. rhodoclada Blakely,Eucalyptus coolabah Blakely & Jacobs,Eucalyptus coolabah Blakely & Jacobs,Eucalyptus coolabah Blakely & Jacobs,Eucalyptus coolabah,Eucalyptus victrix L.A.S.Johnson & K.D.Hill,Eucalyptus victrix
30856,Eucalyptus leptophylla var. floribunda Blakely,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla,Eucalyptus efflorescens L.A.S.Johnson & K.D.Hill ex D.Nicolle & M.E.French,Eucalyptus efflorescens
30888,Eucalyptus phaeotricha Blakely & McKie,Eucalyptus nigra R.T.Baker,Eucalyptus nigra R.T.Baker,Eucalyptus eugenioides Sieber ex Spreng.,Eucalyptus eugenioides,Eucalyptus tindaliae Blakely,Eucalyptus tindaliae
30937,Melaleuca gummifera Steud.,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera,Eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera
30938,Eucalyptus resinifera var. grandiflora Benth.,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera,Eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera
30939,Eucalyptus hemilampra F.Muell.,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera,Eucalyptus resinifera subsp. hemilampra (F.Muell.) L.A.S.Johnson & K.D.Hill,Eucalyptus resinifera
30940,Eucalyptus uncinata var. major Benth.,Eucalyptus rigidula Cambage & Blakely,Eucalyptus rigidula Cambage & Blakely,Eucalyptus rigidula Cambage & Blakely,Eucalyptus rigidula,Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula
30959,Eucalyptus spectatrix L.A.S.Johnson & Blaxell,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta,Eucalyptus spectatrix L.A.S.Johnson & Blaxell,Eucalyptus spectatrix
30967,Eucalyptus ralla L.A.S.Johnson & K.D.Hill,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,Eucalyptus tenella,Eucalyptus sparsifolia Blakely,Eucalyptus sparsifolia
30977,Eucalyptus viminalis var. huberiana (Naudin) N.T.Burb.,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis,Eucalyptus viminalis subsp. cygnetensis Boomsma,Eucalyptus viminalis
30978,Eucalyptus huberiana Naudin,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis,Eucalyptus viminalis subsp. cygnetensis Boomsma,Eucalyptus viminalis
30980,Eucalyptus aenea K.D.Hill,Eucalyptus viridis R.T.Baker,Eucalyptus viridis R.T.Baker,Eucalyptus viridis R.T.Baker,Eucalyptus viridis,Eucalyptus aenea K.D.Hill,Eucalyptus aenea
31683,Eugenia pisonis O.Berg,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata,Eugenia pisonis O.Berg,Eugenia pisonis
32006,Eugenia doniana O.Berg,Eugenia stictopetala DC.,Eugenia stictopetala DC.,Eugenia stictopetala DC.,Eugenia stictopetala,Myrcia doniana O.Berg,Myrcia doniana
33604,Euphorbia pycnophylla (K.U.Kramer & Westra) C.Brullo & Brullo,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua,Euphorbia sommieriana C.Brullo & Brullo,Euphorbia sommieriana
33610,Euphorbia exigua var. pycnophylla K.U.Kramer & Westra,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua,Euphorbia sommieriana C.Brullo & Brullo,Euphorbia sommieriana
33716,Euphorbia schaeferi Dinter,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina,Euphorbia gariepina subsp. gariepina,Euphorbia gariepina
33761,Euphorbia bergeriana Dinter,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina,Euphorbia gariepina subsp. gariepina,Euphorbia gariepina
34350,Euphorbia latimammillaris Croizat,Euphorbia mammillaris L.,Euphorbia mammillaris L.,Euphorbia mammillaris L.,Euphorbia mammillaris,Euphorbia pseudoglobosa subsp. nesemannii (R.A.Dyer) Bruyns,Euphorbia pseudoglobosa
34376,Euphorbia currorii N.E.Br.,Euphorbia matabelensis Pax,Euphorbia matabelensis Pax,Euphorbia matabelensis Pax,Euphorbia matabelensis,Euphorbia currorii N.E.Br.,Euphorbia currorii
34429,Galarhoeus subtilis Prokh.,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia subtilis
34431,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia subtilis
34559,Euphorbia cucumerina Willd.,Euphorbia obesa Hook.f.,Euphorbia obesa Hook.f.,Euphorbia obesa Hook.f.,Euphorbia obesa,Euphorbia polygona Haw.,Euphorbia polygona
34720,Euphorbia peplus var. amponitana Sennen,Euphorbia peplus L.,Euphorbia peplus L.,Euphorbia peplus L.,Euphorbia peplus,Euphorbia peplus var. peplus,Euphorbia peplus
34785,Euphorbia imbricata f. parvifolia Willk.,Euphorbia pithyusa L.,Euphorbia pithyusa L.,Euphorbia pithyusa L.,Euphorbia pithyusa,Euphorbia pithyusa subsp. pithyusa,Euphorbia pithyusa
35048,Chamaesyce glaucescens (Willd.) V.S.Raju,Euphorbia rosea Retz.,Euphorbia rosea Retz.,Euphorbia rosea Retz.,Euphorbia rosea,Euphorbia glaucescens Willd.,Euphorbia glaucescens
35149,Euphorbia segetalis var. montserratensis Marcet,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis,Euphorbia segetalis var. segetalis,Euphorbia segetalis
35155,Euphorbia segetalis f. robusta Sennen,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis,Euphorbia segetalis var. segetalis,Euphorbia segetalis
