,taxon_name_w_authors,202306_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species,202412_chained_accepted_genus,202412_direct_accepted_genus
364,Helmiopsis linearifolia subsp. sely (Arènes) Skema,Helmiopsis linearifolia (Hochr.) Skema,Helmiopsis linearifolia (Hochr.) Skema,Eriolaena linearifolia (Hochr.) Dorr,Eriolaena linearifolia,Eriolaena rigida (Baill.) Dorr,Eriolaena rigida,Eriolaena,Eriolaena
457,Molina obovata Ruiz & Pav.,Baccharis linearifolia subsp. chilco (Kunth) Joch.Müll.,Baccharis linearifolia subsp. chilco (Kunth) Joch.Müll.,Baccharis linearifolia subsp. chilco (Kunth) Joch.Müll.,Baccharis linearifolia,Baccharis chilco Kunth,Baccharis chilco,Baccharis,Baccharis
490,Matricaria karjaginii (Manden. & Sofij) Rauschert,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Matricaria karjaginii (Manden. & Sofij) Rauschert,Matricaria karjaginii,Tripleurospermum,Matricaria
503,Melanoseris saxatilis Edgew.,Melanoseris macrorhiza (Royle) N.Kilian,Melanoseris macrorhiza (Royle) N.Kilian,Melanoseris macrorhiza (Royle) N.Kilian,Melanoseris macrorhiza,Lactuca macrorhiza Hook.f.,Lactuca macrorhiza,Melanoseris,Lactuca
514,Lacinaria serotina Greene,Liatris pycnostachya var. lasiophylla Shinners,Liatris pycnostachya var. lasiophylla Shinners,Liatris pycnostachya var. lasiophylla Shinners,Liatris pycnostachya,Liatris × serotina (Greene) Schumann,Liatris serotina,Liatris,Liatris
519,Aequatorium cajamarcense H.Rob. & Cuatrec.,Nordenstamia cajamarcensis (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia cajamarcensis (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia cajamarcensis (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia cajamarcensis,Aequatorium cajamarcense H.Rob. & Cuatrec.,Aequatorium cajamarcense,Nordenstamia,Aequatorium
526,Cirsium hippolyti (Bory & Chaub.) Link,Carduus collinus subsp. collinus ,Carduus collinus subsp. collinus ,Carduus collinus subsp. collinus ,Carduus collinus,Cirsium creticum d'Urv.,Cirsium creticum,Carduus,Cirsium
540,Leysera callicornia L.,Leysera gnaphalodes (L.) L.,Leysera gnaphalodes (L.) L.,Leysera gnaphalodes (L.) L.,Leysera gnaphalodes,Leysera callicornia L.,Leysera callicornia,Leysera,Leysera
548,Conyza acuminata Wall.,Strobocalyx arborea (Buch.-Ham.) Sch.Bip.,Strobocalyx arborea (Buch.-Ham.) Sch.Bip.,Strobocalyx arborea (Buch.-Ham.) Sch.Bip.,Strobocalyx arborea,Vernonia arborea var. arborea ,Vernonia arborea,Strobocalyx,Vernonia
554,Achillea millefolium f. scabra (Host) J.Weiss,Achillea millefolium L.,Achillea millefolium L.,Achillea millefolium L.,Achillea millefolium,Achillea aspleniifolia Vent.,Achillea aspleniifolia,Achillea,Achillea
585,Nothites latifolia Cass.,Stevia melissifolia Sch.Bip.,Stevia melissifolia Sch.Bip.,Stevia melissifolia Sch.Bip.,Stevia melissifolia,Stevia melissaefolia (Lam.) Sch.Bip.,Stevia melissaefolia,Stevia,Stevia
591,Diplostephium linifolium (L.) Sweet,Felicia linifolia (Harv.) Grau,Felicia linifolia (Harv.) Grau,Felicia linifolia (Harv.) Grau,Felicia linifolia,Galatella sedifolia (L.) Greuter,Galatella sedifolia,Felicia,Galatella
597,Cacalia vialis Kuntze,Cyanthillium cinereum var. viale (DC.) Isawumi,Cyanthillium cinereum var. viale (DC.) Isawumi,Cyanthillium cinereum var. viale (DC.) Isawumi,Cyanthillium cinereum,Vernonia vialis DC.,Vernonia vialis,Cyanthillium,Vernonia
605,Baccharis glutinosa Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia,Baccharis glutinosa Pers.,Baccharis glutinosa,Baccharis,Baccharis
606,Gnaphalium rosmarinifolium Sieber ex Spreng.,Ozothamnus rosmarinifolius (Labill.) Sweet,Ozothamnus rosmarinifolius (Labill.) Sweet,Ozothamnus rosmarinifolius (Labill.) Sweet,Ozothamnus rosmarinifolius,Ozothamnus diosmifolius DC.,Ozothamnus diosmifolius,Ozothamnus,Ozothamnus
614,Verbesina scabra Benth.,Verbesina encelioides (Cav.) A.Gray,Verbesina encelioides (Cav.) A.Gray,Verbesina encelioides (Cav.) A.Gray,Verbesina encelioides,Verbesina tetraptera A.Gray,Verbesina tetraptera,Verbesina,Verbesina
634,Baccharis reticulata (Ruiz & Pav.) Pers.,Baccharis venosa Pers.,Baccharis venosa Pers.,Baccharis venosa Pers.,Baccharis venosa,Baccharis reticulata (Ruiz & Pav.) Pers.,Baccharis reticulata,Baccharis,Baccharis
665,Centaurea holophylla Soczava & Lipatova,Psephellus holophyllus (Soczava & Lipatova) Greuter,Psephellus holophyllus (Soczava & Lipatova) Greuter,Psephellus holophyllus (Soczava & Lipatova) Greuter,Psephellus holophyllus,Centaurea holophylla Soczava & Lipatova,Centaurea holophylla,Psephellus,Centaurea
698,Cacalia saligna Kuntze,Acilepis saligna (DC.) H.Rob.,Acilepis saligna (DC.) H.Rob.,Acilepis saligna (DC.) H.Rob.,Acilepis saligna,Vernonia saligna DC.,Vernonia saligna,Acilepis,Vernonia
715,Baccharis mirabilis Heering,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia,Baccharis scandens Pers.,Baccharis scandens,Baccharis,Baccharis
722,Taraxacum platyceras Dahlst.,Taraxacum ceratophorum (Ledeb.) DC.,Taraxacum ceratophorum (Ledeb.) DC.,Taraxacum ceratophorum (Ledeb.) DC.,Taraxacum ceratophorum,Taraxacum platyceras Dahlst.,Taraxacum platyceras,Taraxacum,Taraxacum
736,Artemisia eschscholtziana Besser,Artemisia australis Less.,Artemisia australis Less.,Artemisia australis Less.,Artemisia australis,Artemisia biennis Willd.,Artemisia biennis,Artemisia,Artemisia
746,Artemisia integrifolia Richardson,Artemisia ludoviciana subsp. ludoviciana ,Artemisia ludoviciana subsp. ludoviciana ,Artemisia ludoviciana subsp. ludoviciana ,Artemisia ludoviciana,Artemisia integrifolia Richardson,Artemisia integrifolia,Artemisia,Artemisia
777,Arnica amplexicaulis Wall. ex DC.,Ligularia amplexicaulis DC.,Ligularia amplexicaulis DC.,Ligularia amplexicaulis DC.,Ligularia amplexicaulis,Pentacalia amplexicaulis (Kunth) Cuatrec.,Pentacalia amplexicaulis,Ligularia,Pentacalia
