,taxon_name_w_authors,v10_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
365784,Galatella tenuifolia Lindl. ex DC.,Cosmos bipinnatus Cav.,Cosmos bipinnatus Cav.,Cosmos bipinnatus Cav.,Cosmos bipinnatus,Galatella hauptii (Ledeb.) Lindl. ex DC.,Galatella hauptii,Cosmos,Galatella
370270,Potentilla multifida var. pitensis Hyl.,Potentilla arctica Lehm.,Potentilla arctica Lehm.,Drymocallis arguta (Pursh) Rydb.,Drymocallis arguta,Potentilla arctica Rouy,Potentilla arctica,Drymocallis,Potentilla
370271,Potentilla multifida var. lapponica F.Nyl.,Potentilla arctica Lehm.,Potentilla arctica Lehm.,Drymocallis arguta (Pursh) Rydb.,Drymocallis arguta,Potentilla arctica Rouy,Potentilla arctica,Drymocallis,Potentilla
370272,Potentilla multifida proles lapponica (F.Nyl.) Th.Wolf,Potentilla arctica Lehm.,Potentilla arctica Lehm.,Drymocallis arguta (Pursh) Rydb.,Drymocallis arguta,Potentilla arctica Rouy,Potentilla arctica,Drymocallis,Potentilla
370273,Potentilla multifida var. lulensis Hyl.,Potentilla arctica Lehm.,Potentilla arctica Lehm.,Drymocallis arguta (Pursh) Rydb.,Drymocallis arguta,Potentilla arctica Rouy,Potentilla arctica,Drymocallis,Potentilla
370274,Potentilla lapponica (F.Nyl.) Juz.,Potentilla arctica Lehm.,Potentilla arctica Lehm.,Drymocallis arguta (Pursh) Rydb.,Drymocallis arguta,Potentilla arctica Rouy,Potentilla arctica,Drymocallis,Potentilla
382985,× Sorbaronia dippelii var. superaria C.K.Schneid.,× Aroniaria dippelii (Zabel) Mezhenskyj,× Aroniaria dippelii (Zabel) Mezhenskyj,× Aroniaria dippelii (Zabel) Mezhenskyj,× Aroniaria dippelii,Aria edulis (Willd.) M.Roem.,Aria edulis,× Aroniaria,Aria
383096,Robinia pyramidata Mill.,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri,Erythrostemon yucatanensis var. yucatanensis,Erythrostemon yucatanensis,Cenostigma,Erythrostemon
384226,Lobivia chrysacantha (Backeb.) H.P.Kelsey & Dayton,Echinopsis jajoana (Backeb.) Blossf.,Echinopsis jajoana (Backeb.) Blossf.,Echinopsis jajoana (Backeb.) Blossf.,Echinopsis jajoana,Rebutia minuscula var. minuscula,Rebutia minuscula,Echinopsis,Rebutia
385405,Minuartia arctica var. hondoensis Ohwi,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica,Minuartia hondoensis (Ohwi) Ohwi,Minuartia hondoensis,Cherleria,Minuartia
388844,Monochaetum canescens (Bonpl.) J.F.Macbr.,Monochaetum bonplandii (Kunth) Naudin,Monochaetum bonplandii (Kunth) Naudin,Monochaetum bonplandii (Kunth) Naudin,Monochaetum bonplandii,Brachyotum ledifolium (Desr.) Triana,Brachyotum ledifolium,Monochaetum,Brachyotum
394192,Arctium intermedium Lange,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala,Arctium nemorosum Lej.,Arctium nemorosum,Cousinia,Arctium
395559,Vernonia bolleana Sch.Bip.,Bolanosa coulteri A.Gray,Bolanosa coulteri A.Gray,Bolanosa coulteri A.Gray,Bolanosa coulteri,Vernonia bolleana Sch.Bip.,Vernonia bolleana,Bolanosa,Vernonia
397573,Cacalia terniflora (Less.) Kuntze,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides,Oliganthes triflora Cass.,Oliganthes triflora,Piptocoma,Oliganthes
397575,Oliganthes triflora Cass.,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides,Oliganthes triflora Cass.,Oliganthes triflora,Piptocoma,Oliganthes
397577,Vernonia faradifani Scott Elliot,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides,Oliganthes triflora Cass.,Oliganthes triflora,Piptocoma,Oliganthes
397578,Vernonia terniflora Less.,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides (Kunth) Pruski,Piptocoma vernonioides,Oliganthes triflora Cass.,Oliganthes triflora,Piptocoma,Oliganthes
398397,Vernonia andohii C.D.Adams,Brenandendron donianum (DC.) H.Rob.,Brenandendron donianum (DC.) H.Rob.,Brenandendron donianum (DC.) H.Rob.,Brenandendron donianum,Vernonia andohii C.D.Adams,Vernonia andohii,Brenandendron,Vernonia
406070,Leontodon pavonii Boiss.,Leontodon hispidus subsp. hispidus,Leontodon hispidus subsp. hispidus,Leontodon hispidus subsp. hispidus,Leontodon hispidus,Hypochaeris radicata L.,Hypochaeris radicata,Leontodon,Hypochaeris
406343,Arctotis lanata Thunb.,Haplocarpha lanata Less.,Haplocarpha lanata Less.,Haplocarpha lanata Less.,Haplocarpha lanata,Arctotis acaulis var. acaulis,Arctotis acaulis,Haplocarpha,Arctotis
406344,Haplocarpha thunbergii Less.,Haplocarpha lanata Less.,Haplocarpha lanata Less.,Haplocarpha lanata Less.,Haplocarpha lanata,Arctotis acaulis var. acaulis,Arctotis acaulis,Haplocarpha,Arctotis
406617,Cacalia syneilesis (Franch. & Sav.) Matsum.,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia,Syneilesis palmata (Thunb.) Maxim.,Syneilesis palmata,Japonicalia,Syneilesis
406626,Senecio syneilesis Franch. & Sav.,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia,Syneilesis palmata (Thunb.) Maxim.,Syneilesis palmata,Japonicalia,Syneilesis
409378,Werneria lehmannii Klatt,Werneria glandulosa Wedd.,Werneria glandulosa Wedd.,Werneria glandulosa Wedd.,Werneria glandulosa,Hypochaeris sessiliflora Kunth,Hypochaeris sessiliflora,Werneria,Hypochaeris
410210,Stoebe fasciculata Thunb.,Metalasia brevifolia (Lam.) Levyns,Metalasia brevifolia (Lam.) Levyns,Metalasia brevifolia (Lam.) Levyns,Metalasia brevifolia,Ifloga ambigua (L.) Druce,Ifloga ambigua,Metalasia,Ifloga
411201,Gnaphalium petiolatum L.,Helichrysum petiolare Hilliard & B.L.Burtt,Helichrysum petiolare Hilliard & B.L.Burtt,Helichrysum petiolare Hilliard & B.L.Burtt,Helichrysum petiolare,Staehelina petiolata (L.) Hilliard & B.L.Burtt,Staehelina petiolata,Helichrysum,Staehelina
411785,Gnaphalium simplex A.Rich.,Euchiton collinus Cass.,Euchiton collinus Cass.,Euchiton collinus Cass.,Euchiton collinus,"Pseudognaphalium lanatum (G.Forst.) Smissen, Breitw. & de Lange",Pseudognaphalium lanatum,Euchiton,Pseudognaphalium
412824,Olearia hookeri var. microcephala Benth.,Olearia hookeri (F.Muell. ex Sond.) Benth.,Olearia hookeri (F.Muell. ex Sond.) Benth.,Olearia hookeri (F.Muell. ex Sond.) Benth.,Olearia hookeri,Shawia ramulosa (Labill.) Sch.Bip.,Shawia ramulosa,Olearia,Shawia
413280,Dichrocephala paniculata Miq.,Dichrocephala integrifolia subsp. integrifolia,Dichrocephala integrifolia subsp. integrifolia,Dichrocephala integrifolia subsp. integrifolia,Dichrocephala integrifolia,Myriactis javanica (Blume) DC.,Myriactis javanica,Dichrocephala,Myriactis
413733,Olearia arguta var. lanata Benth.,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Shawia arguta (Benth.) Britten,Shawia arguta,Camptacra,Shawia
413736,Aster argutus R.Br. ex Benth.,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Shawia arguta (Benth.) Britten,Shawia arguta,Camptacra,Shawia
413737,Olearia arguta Benth.,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Shawia arguta (Benth.) Britten,Shawia arguta,Camptacra,Shawia
413838,Brachyscome scapiformis var. glabra DC.,Vittadinia spathulata F.Muell. ex Sond.,Vittadinia spathulata F.Muell. ex Sond.,Vittadinia spathulata F.Muell. ex Sond.,Vittadinia spathulata,Brachyscome spathulata Gaudich.,Brachyscome spathulata,Vittadinia,Brachyscome
414106,Aster serrulatus Harv.,Afroaster serrulatus (Harv.) J.C.Manning & Goldblatt,Afroaster serrulatus (Harv.) J.C.Manning & Goldblatt,Afroaster serrulatus (Harv.) J.C.Manning & Goldblatt,Afroaster serrulatus,Felicia hyssopifolia subsp. hyssopifolia,Felicia hyssopifolia,Afroaster,Felicia
419123,Inula saxatilis Lam.,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa,Chiliadenus glutinosus (L.) Fourr.,Chiliadenus glutinosus,Dittrichia,Chiliadenus
419125,Chiliadenus saxatilis (Lam.) Brullo,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa,Chiliadenus glutinosus (L.) Fourr.,Chiliadenus glutinosus,Dittrichia,Chiliadenus
433149,Dryopteris disjuncta f. glandulosa (R.M.Tryon) Cody,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum,Thelypteris maxoniana A.R.Sm.,Thelypteris maxoniana,Gymnocarpium,Thelypteris
433220,Cyathea attenuata Fée,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
433221,Cyathea incurvata Kunze,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
433222,Cyathea mamillata Fée,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
433223,Cyathea taunaysiana Glaz. & Fée,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
433224,Sphaeropteris gardneri (Hook.) R.M.Tryon,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
434079,Dennstaedtia lindsayiformis (Fée) C.Chr.,Microlepia speluncae (L.) T.Moore,Microlepia speluncae (L.) T.Moore,Microlepia speluncae (L.) T.Moore,Microlepia speluncae,Dennstaedtia cornuta (Kaulf.) Mett.,Dennstaedtia cornuta,Microlepia,Dennstaedtia
434115,Asplenium arifolium Burm.f.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia,Acrostichum,Hemionitis
437843,Polypodium berteroanum Spreng.,Megalastrum inaequalifolium (Colla) A.R.Sm. & R.C.Moran,Megalastrum inaequalifolium (Colla) A.R.Sm. & R.C.Moran,Megalastrum inaequalifolium (Colla) A.R.Sm. & R.C.Moran,Megalastrum inaequalifolium,Rumohra adiantiformis (G.Forst.) Ching,Rumohra adiantiformis,Megalastrum,Rumohra
439713,Polypodium parkinsonii Baker,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii,Drynaria parkinsonii (Baker) Diels,Drynaria parkinsonii,Phymatosorus,Drynaria
440076,Polypodium loriceum var. umbraticum Christ,Polypodium plectolepidioides Rosenst.,Polypodium plectolepidioides Rosenst.,Pecluma plectolepidioides (Rosenst.) A.Rojas,Pecluma plectolepidioides,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile,Pecluma,Serpocaulon
442777,Alsophila fragilis Zoll. & Moritzi,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata,Arachniodes aristata (G.Forst.) Tindale,Arachniodes aristata,Thelypteris,Arachniodes
442782,Meniscium fragile Kunze,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata,Arachniodes aristata (G.Forst.) Tindale,Arachniodes aristata,Thelypteris,Arachniodes
443775,Paradavallodes chingiae (Ching) Ching,Davallodes membranulosa (Wall. ex Hook.) Copel.,Davallodes membranulosa (Wall. ex Hook.) Copel.,Davallodes membranulosa (Wall. ex Hook.) Copel.,Davallodes membranulosa,Davallia chingiae (Ching) Xiao D.Ma & F.G.Wang,Davallia chingiae,Davallodes,Davallia
448475,Hedysarum oxalifolium Buch.-Ham. ex Benn.,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora,Eleiotis rottleri Wight & Arn.,Eleiotis rottleri,Sohmaea,Eleiotis
450337,Ulex parviflorus subsp. willkommii (Webb) Borja & al.,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
450344,Ulex parviflorus var. willkommii (Webb) C.Vicioso,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
450347,Ulex scaber var. willkommii (Webb) Samp.,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
450350,Ulex willkommii Webb,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
454095,Hosackia alamosana Rose,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii,Hosackia alamosana Rose,Hosackia alamosana,Acmispon,Hosackia
459486,Moronobea grandiflora Choisy,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis,Moronobea coccinea Aubl.,Moronobea coccinea,Platonia,Moronobea
459490,Moronobea montana Schltdl.,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis,Moronobea coccinea Aubl.,Moronobea coccinea,Platonia,Moronobea
461386,Valeriana pygmaea Turcz.,Valeriana alypifolia subsp. alypifolia,Valeriana alypifolia subsp. alypifolia,Valeriana alypifolia subsp. alypifolia,Valeriana alypifolia,"Borealandea nubigena (Bonpl.) Al-Shehbaz, Salariato, A.Cano & Zuloaga",Borealandea nubigena,Valeriana,Borealandea
464619,Rhamnus buxifolia Poir.,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides,Flueggea tinctoria (L.) G.L.Webster,Flueggea tinctoria,Rhamnus,Flueggea
471223,Ligusticum apiifolium Desf.,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum,Cnidium silaifolium (Jacq.) Simonk.,Cnidium silaifolium,Carum,Cnidium
474079,Euphoria leichhardtii var. hebepetala Benth.,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan,Arytera foveolata F.Muell.,Arytera foveolata,Dimocarpus,Arytera
474086,Arytera leichhardtii var. hebepetala (Benth.) Radlk.,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan,Arytera foveolata F.Muell.,Arytera foveolata,Dimocarpus,Arytera
475987,Eurya latifolia variegata Veitch ex J.Dix,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica,Cleyera japonica var. japonica,Cleyera japonica,Eurya,Cleyera
477645,Cistus punctatus Willd.,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum,Tuberaria
478519,Lepidium draba var. matritense (Pau) Thell.,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa,Lepidium draba L.,Lepidium draba,Iberis,Lepidium
479849,Anthemis valentina L.,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale,Anacyclus radiatus Loisel.,Anacyclus radiatus,Porophyllum,Anacyclus
490450,Trichocereus chuquisacanus F.Ritter,Soehrensia tarijensis subsp. tarijensis,Soehrensia tarijensis subsp. tarijensis,Soehrensia tarijensis subsp. tarijensis,Soehrensia tarijensis,Trichocereus chuquisacanus F.Ritter,Trichocereus chuquisacanus,Soehrensia,Trichocereus
503727,Citharexylum flexuosum var. subglabrum Moldenke,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum,Lycium americanum Jacq.,Lycium americanum,Citharexylum,Lycium
506374,Nertera dentata Elmer,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum,Nertera,Hemiphragma
514967,Katherinea perakensis (Hook.f.) A.D.Hawkes,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514969,Octomeria vaginata Breda,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514970,Dendrobium perakense Hook.f.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514971,Sarcopodium perakense (Hook.f.) Kraenzl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514972,Eria micholitzii Kraenzl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514973,Callista perakensis (Hook.f.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514974,Dendrolirium rugosum Blume,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514975,Eria inamoena Schltr.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514976,Eria fragrans Rchb.f.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514977,Eria striolata Rchb.f.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514978,Eria stellata Lindl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514979,Eria papuana Kraenzl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514980,Eria pseudostellata Schltr.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514981,"Eria vaginata (Breda, Kuhl & Hasselt) Benth.",Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
514982,Eria cochleata Lindl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria cochleata Lindl.,Eria cochleata,Bulbophyllum,Eria
522465,Gymnadenia odoratissima var. heteroglossa Rchb.f.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,× Chamodenia heteroglossa (Rchb.f.) Peitz,× Chamodenia heteroglossa,Gymnadenia,× Chamodenia
526724,Zornia Moench,Lallemantia Fisch. & C.A.Mey.,Lallemantia Fisch. & C.A.Mey.,Dracocephalum L.,,Dracocephalum canescens L.,Dracocephalum canescens,,Dracocephalum
527430,Leidesia capensis (L.f.) Müll.Arg.,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens,Didymodoxa capensis (L.f.) Friis & Wilmot-Dear,Didymodoxa capensis,Leidesia,Didymodoxa
527435,Mercurialis capensis (L.f.) Spreng. ex Sond.,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens,Didymodoxa capensis (L.f.) Friis & Wilmot-Dear,Didymodoxa capensis,Leidesia,Didymodoxa
527614,Leptospermum floribundum Jungh.,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,,Leptospermum javanicum Blume,Leptospermum javanicum,,Leptospermum
528232,Andrachne cavaleriei H.Lév.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis,Lysimachia capillipes var. cavaleriei (H.Lév.) Hand.-Mazz.,Lysimachia capillipes,Leptopus,Lysimachia
533854,Mentha perilloides L.,Mesosphaerum pectinatum (L.) Kuntze,Mesosphaerum pectinatum (L.) Kuntze,Mesosphaerum pectinatum (L.) Kuntze,Mesosphaerum pectinatum,Perilla frutescens (L.) Britton,Perilla frutescens,Mesosphaerum,Perilla
546471,Psychotria nitidula Cham. & Schltdl.,Psychotria leiocarpa Cham. & Schltdl.,Psychotria leiocarpa Cham. & Schltdl.,Palicourea leiocarpa (Cham. & Schltdl.) Delprete,Palicourea leiocarpa,Psychotria nitidula Cham. & Schltdl.,Psychotria nitidula,Palicourea,Psychotria
549813,Cleisostoma ornithorrhynchum (Rchb.f.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea,Cleisostoma discolor Lindl.,Cleisostoma discolor,Robiquetia,Cleisostoma
549816,Sarcanthus ornithorrhynchus Rchb.f.,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea,Cleisostoma discolor Lindl.,Cleisostoma discolor,Robiquetia,Cleisostoma
560569,Elaeagia subspicata Standl.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea,Bathysa subspicata (Standl.) C.M.Taylor,Bathysa subspicata,Warszewiczia,Bathysa
571063,Scirpus scheuchzeri Hartmann,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eleocharis quinqueflora,Eriophorum,Eleocharis
577416,Paepalanthus vaginatus Körn.,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus,Paepalanthus vaginatus Körn.,Paepalanthus vaginatus,Syngonanthus,Paepalanthus
578667,Amomum latifolium Lam.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet,Curcuma longa L.,Curcuma longa,Zingiber,Curcuma
594077,Setilobus neves-armondii Bureau & K.Schum.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia,Fridericia bracteata (Baill. ex Bureau & K.Schum.) J.N.C.Franc. & L.G.Lohmann,Fridericia bracteata,Cuspidaria,Fridericia
594436,Sympa riograndensis Ravenna,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Cypella brasiliensis (Baker) Roitman & J.A.Castillo,Cypella brasiliensis,Herbertia,Cypella
