,taxon_name_w_authors,202212_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species,202312_chained_accepted_genus,202312_direct_accepted_genus
414,Molina obovata Ruiz & Pav.,Baccharis linearifolia subsp. chilco (Kunth) Joch.Müll.,Baccharis linearifolia subsp. chilco (Kunth) Joch.Müll.,Baccharis linearifolia subsp. chilco (Kunth) Joch.Müll.,Baccharis linearifolia,Baccharis chilco Kunth,Baccharis chilco,Baccharis,Baccharis
446,Matricaria karjaginii (Manden. & Sofij) Rauschert,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Matricaria karjaginii (Manden. & Sofij) Rauschert,Matricaria karjaginii,Tripleurospermum,Matricaria
459,Melanoseris saxatilis Edgew.,Melanoseris macrorhiza (Royle) N.Kilian,Melanoseris macrorhiza (Royle) N.Kilian,Melanoseris macrorhiza (Royle) N.Kilian,Melanoseris macrorhiza,Lactuca macrorhiza Hook.f.,Lactuca macrorhiza,Melanoseris,Lactuca
468,Lacinaria serotina Greene,Liatris pycnostachya var. lasiophylla Shinners,Liatris pycnostachya var. lasiophylla Shinners,Liatris pycnostachya var. lasiophylla Shinners,Liatris pycnostachya,Liatris × serotina (Greene) Schumann,Liatris serotina,Liatris,Liatris
473,Aequatorium cajamarcense H.Rob. & Cuatrec.,Nordenstamia cajamarcensis (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia cajamarcensis (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia cajamarcensis (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia cajamarcensis,Aequatorium cajamarcense H.Rob. & Cuatrec.,Aequatorium cajamarcense,Nordenstamia,Aequatorium
481,Cirsium hippolyti (Bory & Chaub.) Link,Carduus collinus subsp. collinus ,Carduus collinus subsp. collinus ,Carduus collinus subsp. collinus ,Carduus collinus,Cirsium creticum d'Urv.,Cirsium creticum,Carduus,Cirsium
495,Leysera callicornia L.,Leysera gnaphalodes (L.) L.,Leysera gnaphalodes (L.) L.,Leysera gnaphalodes (L.) L.,Leysera gnaphalodes,Leysera callicornia L.,Leysera callicornia,Leysera,Leysera
499,Hieracium hylogeton (Koslovsky & Zahn) Üksip ex Sennikov,Hieracium murorum subsp. hylogeton Koslovsky & Zahn,Hieracium murorum subsp. hylogeton Koslovsky & Zahn,Hieracium murorum subsp. hylogeton Koslovsky & Zahn,Hieracium murorum,Hieracium hylogeton (Koslovsky & Zahn) Üksip ex Sennikov,Hieracium hylogeton,Hieracium,Hieracium
509,Achillea millefolium f. scabra (Host) J.Weiss,Achillea millefolium L.,Achillea millefolium L.,Achillea millefolium L.,Achillea millefolium,Achillea aspleniifolia Vent.,Achillea aspleniifolia,Achillea,Achillea
537,Nothites latifolia Cass.,Stevia melissifolia Sch.Bip.,Stevia melissifolia Sch.Bip.,Stevia melissifolia Sch.Bip.,Stevia melissifolia,Stevia melissaefolia (Lam.) Sch.Bip.,Stevia melissaefolia,Stevia,Stevia
543,Diplostephium linifolium (L.) Sweet,Felicia linifolia (Harv.) Grau,Felicia linifolia (Harv.) Grau,Felicia linifolia (Harv.) Grau,Felicia linifolia,Galatella sedifolia (L.) Greuter,Galatella sedifolia,Felicia,Galatella
548,Cacalia vialis Kuntze,Cyanthillium cinereum var. viale (DC.) Isawumi,Cyanthillium cinereum var. viale (DC.) Isawumi,Cyanthillium cinereum var. viale (DC.) Isawumi,Cyanthillium cinereum,Vernonia vialis DC.,Vernonia vialis,Cyanthillium,Vernonia
555,Baccharis glutinosa Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia,Baccharis glutinosa Pers.,Baccharis glutinosa,Baccharis,Baccharis
556,Gnaphalium rosmarinifolium Sieber ex Spreng.,Ozothamnus rosmarinifolius (Labill.) Sweet,Ozothamnus rosmarinifolius (Labill.) Sweet,Ozothamnus rosmarinifolius (Labill.) Sweet,Ozothamnus rosmarinifolius,Ozothamnus diosmifolius DC.,Ozothamnus diosmifolius,Ozothamnus,Ozothamnus
564,Verbesina scabra Benth.,Verbesina encelioides (Cav.) A.Gray,Verbesina encelioides (Cav.) A.Gray,Verbesina encelioides (Cav.) A.Gray,Verbesina encelioides,Verbesina tetraptera A.Gray,Verbesina tetraptera,Verbesina,Verbesina
583,Baccharis reticulata (Ruiz & Pav.) Pers.,Baccharis venosa Pers.,Baccharis venosa Pers.,Baccharis venosa Pers.,Baccharis venosa,Baccharis reticulata (Ruiz & Pav.) Pers.,Baccharis reticulata,Baccharis,Baccharis
615,Centaurea holophylla Soczava & Lipatova,Psephellus holophyllus (Soczava & Lipatova) Greuter,Psephellus holophyllus (Soczava & Lipatova) Greuter,Psephellus holophyllus (Soczava & Lipatova) Greuter,Psephellus holophyllus,Centaurea holophylla Soczava & Lipatova,Centaurea holophylla,Psephellus,Centaurea
647,Cacalia saligna Kuntze,Acilepis saligna (DC.) H.Rob.,Acilepis saligna (DC.) H.Rob.,Acilepis saligna (DC.) H.Rob.,Acilepis saligna,Vernonia saligna DC.,Vernonia saligna,Acilepis,Vernonia
663,Baccharis mirabilis Heering,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia,Baccharis scandens Pers.,Baccharis scandens,Baccharis,Baccharis
670,Taraxacum platyceras Dahlst.,Taraxacum ceratophorum (Ledeb.) DC.,Taraxacum ceratophorum (Ledeb.) DC.,Taraxacum ceratophorum (Ledeb.) DC.,Taraxacum ceratophorum,Taraxacum platyceras Dahlst.,Taraxacum platyceras,Taraxacum,Taraxacum
684,Artemisia eschscholtziana Besser,Artemisia australis Less.,Artemisia australis Less.,Artemisia australis Less.,Artemisia australis,Artemisia biennis Willd.,Artemisia biennis,Artemisia,Artemisia
723,Arnica amplexicaulis Wall. ex DC.,Ligularia amplexicaulis DC.,Ligularia amplexicaulis DC.,Ligularia amplexicaulis DC.,Ligularia amplexicaulis,Pentacalia amplexicaulis (Kunth) Cuatrec.,Pentacalia amplexicaulis,Ligularia,Pentacalia
735,Serratula coriacea Fisch. & C.A.Mey. ex DC.,Klasea coriacea (DC.) Holub,Klasea coriacea (DC.) Holub,Klasea coriacea (DC.) Holub,Klasea coriacea,Serratula coriacea Fisch. & C.A.Mey. ex DC.,Serratula coriacea,Klasea,Serratula
